,org:resource,lifecycle:transition,concept:name,time:timestamp,REG_DATE,case:concept:name,Request loan amount,Case length in calendar days,activity_count,average_cancellation,average_resource,bounded_existence_O_ACCEPTED,four_eye_principle_O_CREATED_O_ACCEPTED
108451,11122.0,COMPLETE,Loan requested,2011-12-06 19:25:47,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108452,11122.0,COMPLETE,Create loan offer,2011-12-06 19:25:48,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108453,11122.0,COMPLETE,Sent loan offer to client,2011-12-06 19:25:48,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108463,11259.0,COMPLETE,Receive documents from client,2011-12-20 09:58:59,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108479,10138.0,COMPLETE,Approve loan request,2011-12-23 11:29:50,2011-12-02 14:39:50.121000+01:00,190752,21500,16.0,9,1,3,0,0
108496,11200.0,COMPLETE,Loan requested,2011-12-02 17:44:00,2011-12-02 14:56:46.212000+01:00,190758,9000,24.0,5,0,3,0,0
108497,11200.0,COMPLETE,Create loan offer,2011-12-02 17:44:01,2011-12-02 14:56:46.212000+01:00,190758,9000,24.0,5,0,3,0,0
108498,11200.0,COMPLETE,Sent loan offer to client,2011-12-02 17:44:01,2011-12-02 14:56:46.212000+01:00,190758,9000,24.0,5,0,3,0,0
108508,10899.0,COMPLETE,Receive documents from client,2011-12-13 09:43:53,2011-12-02 14:56:46.212000+01:00,190758,9000,24.0,5,0,3,0,0
108554,10629.0,COMPLETE,Approve loan request,2011-12-27 10:57:39,2011-12-02 14:56:46.212000+01:00,190758,9000,24.0,5,0,3,0,0
108689,11000.0,COMPLETE,Loan requested,2011-12-03 12:20:36,2011-12-02 15:57:29.072000+01:00,190782,5000,10.0,5,0,3,0,0
108691,11000.0,COMPLETE,Create loan offer,2011-12-03 12:20:37,2011-12-02 15:57:29.072000+01:00,190782,5000,10.0,5,0,3,0,0
108692,11000.0,COMPLETE,Sent loan offer to client,2011-12-03 12:20:37,2011-12-02 15:57:29.072000+01:00,190782,5000,10.0,5,0,3,0,0
108698,11049.0,COMPLETE,Receive documents from client,2011-12-12 10:34:04,2011-12-02 15:57:29.072000+01:00,190782,5000,10.0,5,0,3,0,0
108712,10609.0,COMPLETE,Approve loan request,2011-12-14 07:54:01,2011-12-02 15:57:29.072000+01:00,190782,5000,10.0,5,0,3,0,0
108746,11203.0,COMPLETE,Loan requested,2011-12-05 19:54:19,2011-12-02 16:07:35.760000+01:00,190785,15000,8.0,5,0,3,0,0
108747,11203.0,COMPLETE,Create loan offer,2011-12-05 19:54:20,2011-12-02 16:07:35.760000+01:00,190785,15000,8.0,5,0,3,0,0
108748,11203.0,COMPLETE,Sent loan offer to client,2011-12-05 19:54:21,2011-12-02 16:07:35.760000+01:00,190785,15000,8.0,5,0,3,0,0
108752,11259.0,COMPLETE,Receive documents from client,2011-12-12 10:02:48,2011-12-02 16:07:35.760000+01:00,190785,15000,8.0,5,0,3,0,0
108768,10138.0,COMPLETE,Approve loan request,2011-12-14 13:21:30,2011-12-02 16:07:35.760000+01:00,190785,15000,8.0,5,0,3,0,0
108778,11002.0,COMPLETE,Loan requested,2011-12-02 18:26:51,2011-12-02 16:25:45.954000+01:00,190788,5001,16.0,5,0,3,0,0
108779,11002.0,COMPLETE,Create loan offer,2011-12-02 18:26:53,2011-12-02 16:25:45.954000+01:00,190788,5001,16.0,5,0,3,0,0
108780,11002.0,COMPLETE,Sent loan offer to client,2011-12-02 18:26:53,2011-12-02 16:25:45.954000+01:00,190788,5001,16.0,5,0,3,0,0
108786,11049.0,COMPLETE,Receive documents from client,2011-12-15 11:16:53,2011-12-02 16:25:45.954000+01:00,190788,5001,16.0,5,0,3,0,0
108800,10609.0,COMPLETE,Approve loan request,2011-12-19 14:57:50,2011-12-02 16:25:45.954000+01:00,190788,5001,16.0,5,0,3,0,0
109050,11200.0,COMPLETE,Loan requested,2011-12-02 20:20:04,2011-12-02 20:04:55.523000+01:00,190827,10000,16.0,5,0,3,0,0
109052,11200.0,COMPLETE,Create loan offer,2011-12-02 20:20:06,2011-12-02 20:04:55.523000+01:00,190827,10000,16.0,5,0,3,0,0
109053,11200.0,COMPLETE,Sent loan offer to client,2011-12-02 20:20:06,2011-12-02 20:04:55.523000+01:00,190827,10000,16.0,5,0,3,0,0
109065,10789.0,COMPLETE,Receive documents from client,2011-12-16 11:08:28,2011-12-02 20:04:55.523000+01:00,190827,10000,16.0,5,0,3,0,0
109069,10809.0,COMPLETE,Approve loan request,2011-12-19 15:31:04,2011-12-02 20:04:55.523000+01:00,190827,10000,16.0,5,0,3,0,0
109334,10862.0,COMPLETE,Loan requested,2011-12-03 11:56:26,2011-12-03 00:06:30.429000+01:00,190851,5000,15.0,5,0,3,0,0
109335,10862.0,COMPLETE,Create loan offer,2011-12-03 11:56:27,2011-12-03 00:06:30.429000+01:00,190851,5000,15.0,5,0,3,0,0
109336,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 11:56:27,2011-12-03 00:06:30.429000+01:00,190851,5000,15.0,5,0,3,0,0
109342,11049.0,COMPLETE,Receive documents from client,2011-12-15 11:16:05,2011-12-03 00:06:30.429000+01:00,190851,5000,15.0,5,0,3,0,0
109347,10609.0,COMPLETE,Approve loan request,2011-12-19 07:54:37,2011-12-03 00:06:30.429000+01:00,190851,5000,15.0,5,0,3,0,0
109433,10862.0,COMPLETE,Loan requested,2011-12-03 11:31:37,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109435,10862.0,COMPLETE,Create loan offer,2011-12-03 11:31:38,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109436,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 11:31:38,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109442,10861.0,COMPLETE,Cancel loan request,2011-12-08 14:53:57,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109443,10861.0,COMPLETE,Loan requested,2011-12-08 14:53:57,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109444,10861.0,COMPLETE,Create loan offer,2011-12-08 14:53:58,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109445,10861.0,COMPLETE,Sent loan offer to client,2011-12-08 14:53:58,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109451,10899.0,COMPLETE,Receive documents from client,2011-12-19 10:50:23,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109455,10138.0,COMPLETE,Approve loan request,2011-12-21 09:32:46,2011-12-03 01:24:27.847000+01:00,190863,5000,17.0,9,1,4,0,0
109571,11179.0,COMPLETE,Loan requested,2011-12-03 14:08:57,2011-12-03 10:08:25.125000+01:00,190878,7500,18.0,5,0,3,0,0
109573,11179.0,COMPLETE,Create loan offer,2011-12-03 14:08:58,2011-12-03 10:08:25.125000+01:00,190878,7500,18.0,5,0,3,0,0
109574,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 14:08:58,2011-12-03 10:08:25.125000+01:00,190878,7500,18.0,5,0,3,0,0
109600,10899.0,COMPLETE,Receive documents from client,2011-12-21 10:50:11,2011-12-03 10:08:25.125000+01:00,190878,7500,18.0,5,0,3,0,0
109605,10609.0,COMPLETE,Approve loan request,2011-12-21 19:35:40,2011-12-03 10:08:25.125000+01:00,190878,7500,18.0,5,0,3,0,0
109622,10862.0,COMPLETE,Loan requested,2011-12-03 12:11:47,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109624,10862.0,COMPLETE,Create loan offer,2011-12-03 12:11:48,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109625,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 12:11:48,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109633,11121.0,COMPLETE,Loan requested,2012-01-02 11:22:40,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109634,11121.0,COMPLETE,Cancel loan request,2012-01-02 11:22:40,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109635,11121.0,COMPLETE,Create loan offer,2012-01-02 11:22:41,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109636,11121.0,COMPLETE,Sent loan offer to client,2012-01-02 11:22:41,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109642,10889.0,COMPLETE,Loan requested,2012-01-10 10:00:01,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109643,10889.0,COMPLETE,Cancel loan request,2012-01-10 10:00:01,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109644,10889.0,COMPLETE,Create loan offer,2012-01-10 10:00:03,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109645,10889.0,COMPLETE,Sent loan offer to client,2012-01-10 10:00:03,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109651,11259.0,COMPLETE,Receive documents from client,2012-01-17 12:39:21,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109655,10138.0,COMPLETE,Approve loan request,2012-01-20 12:12:20,2011-12-03 10:42:58.210000+01:00,190884,12500,48.0,13,2,5,0,0
109700,11000.0,COMPLETE,Loan requested,2011-12-03 11:13:19,2011-12-03 10:59:48.679000+01:00,190896,8000,12.0,5,0,3,0,0
109702,11000.0,COMPLETE,Create loan offer,2011-12-03 11:13:20,2011-12-03 10:59:48.679000+01:00,190896,8000,12.0,5,0,3,0,0
109703,11000.0,COMPLETE,Sent loan offer to client,2011-12-03 11:13:20,2011-12-03 10:59:48.679000+01:00,190896,8000,12.0,5,0,3,0,0
109713,11259.0,COMPLETE,Receive documents from client,2011-12-14 10:15:27,2011-12-03 10:59:48.679000+01:00,190896,8000,12.0,5,0,3,0,0
109720,10609.0,COMPLETE,Approve loan request,2011-12-16 09:10:29,2011-12-03 10:59:48.679000+01:00,190896,8000,12.0,5,0,3,0,0
109732,11203.0,COMPLETE,Loan requested,2011-12-05 19:08:00,2011-12-03 11:03:08.790000+01:00,190899,10000,14.0,5,0,3,0,0
109734,11203.0,COMPLETE,Create loan offer,2011-12-05 19:08:02,2011-12-03 11:03:08.790000+01:00,190899,10000,14.0,5,0,3,0,0
109735,11203.0,COMPLETE,Sent loan offer to client,2011-12-05 19:08:02,2011-12-03 11:03:08.790000+01:00,190899,10000,14.0,5,0,3,0,0
109743,11259.0,COMPLETE,Receive documents from client,2011-12-16 10:21:57,2011-12-03 11:03:08.790000+01:00,190899,10000,14.0,5,0,3,0,0
109753,10609.0,COMPLETE,Approve loan request,2011-12-20 07:43:20,2011-12-03 11:03:08.790000+01:00,190899,10000,14.0,5,0,3,0,0
109843,10929.0,COMPLETE,Loan requested,2011-12-05 11:22:07,2011-12-03 11:57:55.915000+01:00,190914,20000,22.0,5,0,3,0,0
109845,10929.0,COMPLETE,Create loan offer,2011-12-05 11:22:08,2011-12-03 11:57:55.915000+01:00,190914,20000,22.0,5,0,3,0,0
109846,10929.0,COMPLETE,Sent loan offer to client,2011-12-05 11:22:08,2011-12-03 11:57:55.915000+01:00,190914,20000,22.0,5,0,3,0,0
109864,11049.0,COMPLETE,Receive documents from client,2011-12-27 10:05:20,2011-12-03 11:57:55.915000+01:00,190914,20000,22.0,5,0,3,0,0
109868,10629.0,COMPLETE,Approve loan request,2011-12-27 15:43:30,2011-12-03 11:57:55.915000+01:00,190914,20000,22.0,5,0,3,0,0
109889,11179.0,COMPLETE,Loan requested,2011-12-03 13:25:13,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109890,11179.0,COMPLETE,Create loan offer,2011-12-03 13:25:15,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109891,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 13:25:15,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109895,11179.0,COMPLETE,Cancel loan request,2011-12-03 13:26:07,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109896,11179.0,COMPLETE,Loan requested,2011-12-03 13:26:07,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109897,11179.0,COMPLETE,Create loan offer,2011-12-03 13:26:08,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109898,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 13:26:08,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109902,10862.0,COMPLETE,Cancel loan request,2011-12-10 12:30:18,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109903,10862.0,COMPLETE,Loan requested,2011-12-10 12:30:18,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109904,10862.0,COMPLETE,Create loan offer,2011-12-10 12:30:19,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109905,10862.0,COMPLETE,Sent loan offer to client,2011-12-10 12:30:20,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109923,11049.0,COMPLETE,Receive documents from client,2011-12-27 16:22:15,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109943,10809.0,COMPLETE,Approve loan request,2011-12-29 08:52:07,2011-12-03 12:19:54.168000+01:00,190923,15000,25.0,13,2,4,0,0
109984,11180.0,COMPLETE,Loan requested,2011-12-05 14:26:20,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109985,11180.0,COMPLETE,Create loan offer,2011-12-05 14:26:22,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109986,11180.0,COMPLETE,Sent loan offer to client,2011-12-05 14:26:23,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109990,11180.0,COMPLETE,Loan requested,2011-12-05 14:28:22,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109991,11180.0,COMPLETE,Cancel loan request,2011-12-05 14:28:22,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109992,11180.0,COMPLETE,Create loan offer,2011-12-05 14:28:23,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
109993,11180.0,COMPLETE,Sent loan offer to client,2011-12-05 14:28:23,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
110003,11259.0,COMPLETE,Receive documents from client,2011-12-14 10:44:22,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
110027,10972.0,COMPLETE,Approve loan request,2011-12-20 10:40:02,2011-12-03 13:37:37.448000+01:00,190938,32000,14.0,9,1,3,0,0
110043,10862.0,COMPLETE,Loan requested,2011-12-03 14:09:10,2011-12-03 13:55:17.069000+01:00,190944,8000,24.0,5,0,3,0,0
110045,10862.0,COMPLETE,Create loan offer,2011-12-03 14:09:12,2011-12-03 13:55:17.069000+01:00,190944,8000,24.0,5,0,3,0,0
110046,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 14:09:12,2011-12-03 13:55:17.069000+01:00,190944,8000,24.0,5,0,3,0,0
110064,11259.0,COMPLETE,Receive documents from client,2011-12-27 09:48:11,2011-12-03 13:55:17.069000+01:00,190944,8000,24.0,5,0,3,0,0
110071,10809.0,COMPLETE,Approve loan request,2011-12-27 14:38:18,2011-12-03 13:55:17.069000+01:00,190944,8000,24.0,5,0,3,0,0
110089,11000.0,COMPLETE,Loan requested,2011-12-03 15:10:14,2011-12-03 14:58:53.997000+01:00,190950,7500,16.0,5,0,3,0,0
110091,11000.0,COMPLETE,Create loan offer,2011-12-03 15:10:16,2011-12-03 14:58:53.997000+01:00,190950,7500,16.0,5,0,3,0,0
110092,11000.0,COMPLETE,Sent loan offer to client,2011-12-03 15:10:16,2011-12-03 14:58:53.997000+01:00,190950,7500,16.0,5,0,3,0,0
110102,11259.0,COMPLETE,Receive documents from client,2011-12-15 10:38:28,2011-12-03 14:58:53.997000+01:00,190950,7500,16.0,5,0,3,0,0
110109,10138.0,COMPLETE,Approve loan request,2011-12-19 16:06:39,2011-12-03 14:58:53.997000+01:00,190950,7500,16.0,5,0,3,0,0
110135,10909.0,COMPLETE,Loan requested,2011-12-05 12:36:22,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110136,10909.0,COMPLETE,Create loan offer,2011-12-05 12:36:24,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110137,10909.0,COMPLETE,Sent loan offer to client,2011-12-05 12:36:24,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110141,10909.0,COMPLETE,Loan requested,2011-12-05 12:37:49,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110142,10909.0,COMPLETE,Cancel loan request,2011-12-05 12:37:49,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110143,10909.0,COMPLETE,Create loan offer,2011-12-05 12:37:52,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110144,10909.0,COMPLETE,Sent loan offer to client,2011-12-05 12:37:52,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110152,11259.0,COMPLETE,Receive documents from client,2011-12-14 10:33:25,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110156,10809.0,COMPLETE,Cancel loan request,2011-12-16 14:28:14,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110157,10809.0,COMPLETE,Loan requested,2011-12-16 14:28:14,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110158,10809.0,COMPLETE,Create loan offer,2011-12-16 14:28:16,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110159,10809.0,COMPLETE,Sent loan offer to client,2011-12-16 14:28:16,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110173,10899.0,COMPLETE,Receive documents from client,2011-12-27 09:43:49,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110178,10809.0,COMPLETE,Approve loan request,2011-12-27 10:25:57,2011-12-03 15:04:43.804000+01:00,190956,15000,21.0,14,2,4,0,1
110325,11179.0,COMPLETE,Loan requested,2011-12-03 15:58:22,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110326,11179.0,COMPLETE,Create loan offer,2011-12-03 15:58:24,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110327,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 15:58:25,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110331,11179.0,COMPLETE,Loan requested,2011-12-03 16:04:08,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110332,11179.0,COMPLETE,Cancel loan request,2011-12-03 16:04:08,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110333,11179.0,COMPLETE,Create loan offer,2011-12-03 16:04:09,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110334,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 16:04:09,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110338,11259.0,COMPLETE,Receive documents from client,2011-12-09 10:21:26,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110342,10972.0,COMPLETE,Approve loan request,2011-12-13 15:32:22,2011-12-03 15:34:54.834000+01:00,190968,18000,9.0,9,1,3,0,0
110370,11179.0,COMPLETE,Loan requested,2011-12-03 16:44:17,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110371,11179.0,COMPLETE,Create loan offer,2011-12-03 16:44:18,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110372,11179.0,COMPLETE,Sent loan offer to client,2011-12-03 16:44:18,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110388,10789.0,COMPLETE,Receive documents from client,2011-12-16 11:10:54,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110411,10861.0,COMPLETE,Cancel loan request,2011-12-21 20:42:35,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110412,10861.0,COMPLETE,Loan requested,2011-12-21 20:42:35,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110413,10861.0,COMPLETE,Create loan offer,2011-12-21 20:42:37,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110414,10861.0,COMPLETE,Sent loan offer to client,2011-12-21 20:42:37,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110424,10789.0,COMPLETE,Receive documents from client,2011-12-23 09:48:00,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110440,10972.0,COMPLETE,Approve loan request,2011-12-23 15:45:14,2011-12-03 15:59:12.325000+01:00,190977,8000,19.0,10,1,4,0,0
110521,10862.0,COMPLETE,Loan requested,2011-12-03 16:57:18,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110523,10862.0,COMPLETE,Create loan offer,2011-12-03 16:57:20,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110524,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 16:57:20,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110528,10862.0,COMPLETE,Loan requested,2011-12-03 16:58:47,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110529,10862.0,COMPLETE,Cancel loan request,2011-12-03 16:58:47,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110530,10862.0,COMPLETE,Create loan offer,2011-12-03 16:58:48,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110531,10862.0,COMPLETE,Sent loan offer to client,2011-12-03 16:58:48,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110537,10789.0,COMPLETE,Receive documents from client,2011-12-09 12:11:21,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110541,10809.0,COMPLETE,Approve loan request,2011-12-12 11:43:46,2011-12-03 16:49:11.538000+01:00,190992,10000,8.0,9,1,3,0,0
110777,11180.0,COMPLETE,Loan requested,2011-12-05 12:36:15,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110779,11180.0,COMPLETE,Create loan offer,2011-12-05 12:36:17,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110780,11180.0,COMPLETE,Sent loan offer to client,2011-12-05 12:36:17,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110784,11180.0,COMPLETE,Cancel loan request,2011-12-05 12:37:01,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110785,11180.0,COMPLETE,Loan requested,2011-12-05 12:37:01,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110786,11180.0,COMPLETE,Create loan offer,2011-12-05 12:37:02,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110787,11180.0,COMPLETE,Sent loan offer to client,2011-12-05 12:37:03,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110793,11259.0,COMPLETE,Receive documents from client,2011-12-12 10:20:30,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110797,10138.0,COMPLETE,Loan requested,2011-12-14 09:45:10,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110798,10138.0,COMPLETE,Cancel loan request,2011-12-14 09:45:10,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110799,10138.0,COMPLETE,Create loan offer,2011-12-14 09:45:12,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110800,10138.0,COMPLETE,Sent loan offer to client,2011-12-14 09:45:12,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110806,10138.0,COMPLETE,Approve loan request,2011-12-14 09:47:11,2011-12-03 22:50:36.973000+01:00,191049,15000,8.0,13,2,3,0,1
110825,11003.0,COMPLETE,Loan requested,2011-12-06 20:01:31,2011-12-03 23:02:29.710000+01:00,191052,31500,13.0,5,0,3,0,0
110827,11003.0,COMPLETE,Create loan offer,2011-12-06 20:01:32,2011-12-03 23:02:29.710000+01:00,191052,31500,13.0,5,0,3,0,0
110828,11003.0,COMPLETE,Sent loan offer to client,2011-12-06 20:01:32,2011-12-03 23:02:29.710000+01:00,191052,31500,13.0,5,0,3,0,0
110834,10899.0,COMPLETE,Receive documents from client,2011-12-14 10:55:02,2011-12-03 23:02:29.710000+01:00,191052,31500,13.0,5,0,3,0,0
110866,10972.0,COMPLETE,Approve loan request,2011-12-20 08:19:21,2011-12-03 23:02:29.710000+01:00,191052,31500,13.0,5,0,3,0,0
110908,11009.0,COMPLETE,Loan requested,2011-12-05 11:51:07,2011-12-04 09:20:13.875000+01:00,191064,33000,29.0,17,3,3,0,0
110909,11009.0,COMPLETE,Create loan offer,2011-12-05 11:51:08,2011-12-04 09:20:13.875000+01:00,191064,33000,29.0,17,3,3,0,0
110910,11009.0,COMPLETE,Sent loan offer to client,2011-12-05 11:51:08,2011-12-04 09:20:13.875000+01:00,191064,33000,29.0,17,3,3,0,0
110914,11009.0,COMPLETE,Cancel loan request,2011-12-05 11:52:09,2011-12-04 09:20:13.875000+01:00,191064,33000,29.0,17,3,3,0,0
110915,11009.0,COMPLETE,Loan requested,2011-12-05 11:52:09,2011-12-04 09:20:13.875000+01:00,191064,33000,29.0,17,3,3,0,0
